order_id;order_date;order_status;delivery_date;seller_id;buyer_id;product_quantities
O03931;29/12/2020;OK;2/01/2021;U00574;U00613;"{""P00574_001"": 2}"
O03932;24/12/2020;OK;5/01/2021;U00539;U00174;"{""P00539_001"": 5}"
O03933;12/11/2020;OK;27/11/2020;U00517;U00405;"{""P00517_001"": 3,
""P00517_004"": 5,
""P00517_002"": 2,
""P00517_004"": 5,
""P00517_001"": 4}"
O03934;17/11/2020;OK;29/11/2020;U00626;U00613;"{""P00626_002"": 5}"
O03935;25/12/2020;OK;27/12/2020;U00599;U00265;"{""P00599_021"": 3,
""P00599_019"": 5}"
O03936;21/11/2020;CANCELED;;U00535;U00357;"{""P00535_004"": 1}"
O03937;21/11/2020;OK;29/11/2020;U00487;U00298;"{""P00487_004"": 3,
""P00487_004"": 3,
""P00487_003"": 1,
""P00487_004"": 4,
""P00487_004"": 4}"
O03938;24/12/2020;OK;8/01/2021;U00614;U00480;"{""P00614_005"": 4,
""P00614_002"": 1}"
O03939;6/12/2020;CANCELED;;U00576;U00112;"{""P00576_004"": 1,
""P00576_008"": 5,
""P00576_011"": 2,
""P00576_007"": 2,
""P00576_008"": 4}"
O03940;25/12/2020;CANCELED;;U00485;U00586;"{""P00485_005"": 1,
""P00485_001"": 2}"
O03941;13/11/2020;OK;20/11/2020;U00567;U00281;"{""P00567_001"": 1,
""P00567_006"": 1,
""P00567_005"": 5,
""P00567_003"": 3,
""P00567_006"": 4}"
O03942;9/11/2020;CANCELED;;U00551;U00314;"{""P00551_001"": 2,
""P00551_008"": 2}"
O03943;20/11/2020;OK;23/11/2020;U00617;U00028;"{""P00617_013"": 2,
""P00617_004"": 4,
""P00617_011"": 3,
""P00617_003"": 2,
""P00617_010"": 1}"
O03944;17/12/2020;OK;24/12/2020;U00605;U00247;"{""P00605_010"": 3,
""P00605_002"": 1,
""P00605_006"": 5}"
O03945;30/11/2020;OK;11/12/2020;U00474;U00314;"{""P00474_003"": 1,
""P00474_003"": 4}"
O03946;25/12/2020;OK;4/01/2021;U00453;U00352;"{""P00453_001"": 5}"
O03947;15/11/2020;CANCELED;;U00594;U00108;"{""P00594_004"": 5,
""P00594_001"": 4}"
O03948;27/12/2020;CANCELED;;U00617;U00015;"{""P00617_001"": 4}"
O03949;28/12/2020;OK;7/01/2021;U00614;U00165;"{""P00614_003"": 3,
""P00614_003"": 2,
""P00614_012"": 1,
""P00614_003"": 2,
""P00614_010"": 3}"
O03950;7/12/2020;OK;17/12/2020;U00545;U00403;"{""P00545_003"": 2}"
O03951;23/11/2020;OK;28/11/2020;U00487;U00135;"{""P00487_005"": 3}"
O03952;17/11/2020;CANCELED;;U00585;U00447;"{""P00585_007"": 1,
""P00585_007"": 3,
""P00585_004"": 3,
""P00585_002"": 1,
""P00585_004"": 2}"
O03953;12/12/2020;OK;15/12/2020;U00448;U00248;"{""P00448_010"": 3}"
O03954;30/11/2020;OK;2/12/2020;U00626;U00604;"{""P00626_004"": 2}"
O03955;30/12/2020;CANCELED;;U00626;U00057;"{""P00626_002"": 4,
""P00626_002"": 4}"
O03956;26/12/2020;OK;10/01/2021;U00268;U00478;"{""P00268_006"": 4,
""P00268_010"": 1}"
O03957;20/12/2020;OK;25/12/2020;U00576;U00546;"{""P00576_008"": 2}"
O03958;28/12/2020;OK;6/01/2021;U00368;U00052;"{""P00368_003"": 1}"
O03959;25/12/2020;CANCELED;;U00539;U00378;"{""P00539_003"": 3,
""P00539_002"": 1,
""P00539_001"": 4,
""P00539_001"": 4}"
O03960;18/11/2020;OK;22/11/2020;U00559;U00528;"{""P00559_006"": 2}"
O03961;18/12/2020;OK;22/12/2020;U00496;U00617;"{""P00496_002"": 4,
""P00496_008"": 4,
""P00496_008"": 2,
""P00496_003"": 3}"
O03962;11/11/2020;OK;16/11/2020;U00501;U00428;"{""P00501_006"": 4}"
O03963;29/11/2020;OK;9/12/2020;U00624;U00586;"{""P00624_002"": 1,
""P00624_002"": 1,
""P00624_002"": 2,
""P00624_002"": 5}"
O03964;24/11/2020;CANCELED;;U00599;U00352;"{""P00599_006"": 3}"
O03965;30/11/2020;CANCELED;;U00380;U00305;"{""P00380_001"": 4,
""P00380_002"": 1,
""P00380_001"": 2,
""P00380_008"": 2}"
O03966;22/12/2020;CANCELED;;U00543;U00175;"{""P00543_002"": 2,
""P00543_003"": 1,
""P00543_002"": 2,
""P00543_002"": 3,
""P00543_003"": 1}"
O03967;3/11/2020;OK;5/11/2020;U00562;U00475;"{""P00562_006"": 1}"
O03968;9/12/2020;OK;20/12/2020;U00291;U00152;"{""P00291_002"": 3}"
O03969;11/11/2020;OK;15/11/2020;U00595;U00084;"{""P00595_004"": 1,
""P00595_003"": 2,
""P00595_001"": 1,
""P00595_003"": 3,
""P00595_002"": 3}"
O03970;3/11/2020;CANCELED;;U00448;U00592;"{""P00448_006"": 5,
""P00448_011"": 3,
""P00448_006"": 2,
""P00448_011"": 3,
""P00448_003"": 5}"
O03971;18/12/2020;OK;31/12/2020;U00585;U00418;"{""P00585_008"": 4}"
O03972;6/12/2020;OK;14/12/2020;U00373;U00450;"{""P00373_011"": 4}"
O03973;25/11/2020;OK;6/12/2020;U00538;U00210;"{""P00538_004"": 4,
""P00538_001"": 5,
""P00538_005"": 3,
""P00538_001"": 1,
""P00538_003"": 3}"
O03974;7/12/2020;OK;15/12/2020;U00325;U00263;"{""P00325_009"": 5,
""P00325_015"": 3,
""P00325_005"": 5,
""P00325_007"": 4,
""P00325_009"": 4}"
O03975;21/11/2020;OK;29/11/2020;U00576;U00296;"{""P00576_008"": 4,
""P00576_005"": 3,
""P00576_002"": 3,
""P00576_005"": 3}"
O03976;15/11/2020;OK;19/11/2020;U00399;U00012;"{""P00399_010"": 5,
""P00399_008"": 4}"
O03977;2/11/2020;OK;16/11/2020;U00448;U00507;"{""P00448_003"": 3}"
O03978;6/11/2020;OK;7/11/2020;U00581;U00342;"{""P00581_002"": 3,
""P00581_001"": 1,
""P00581_001"": 4,
""P00581_002"": 4,
""P00581_001"": 2}"
O03979;10/12/2020;CANCELED;;U00336;U00112;"{""P00336_008"": 2,
""P00336_008"": 1,
""P00336_008"": 4,
""P00336_003"": 2}"
O03980;3/12/2020;OK;15/12/2020;U00468;U00262;"{""P00468_005"": 1,
""P00468_005"": 5,
""P00468_001"": 3,
""P00468_001"": 4}"
O03981;7/12/2020;CANCELED;;U00505;U00105;"{""P00505_006"": 2}"
O03982;11/11/2020;CANCELED;;U00545;U00547;"{""P00545_004"": 2,
""P00545_005"": 3}"
O03983;23/12/2020;OK;25/12/2020;U00386;U00155;"{""P00386_019"": 5,
""P00386_016"": 1,
""P00386_013"": 2,
""P00386_012"": 5,
""P00386_008"": 5}"
O03984;16/11/2020;OK;21/11/2020;U00543;U00603;"{""P00543_003"": 5}"
O03985;19/11/2020;OK;21/11/2020;U00613;U00245;"{""P00613_002"": 3,
""P00613_001"": 1,
""P00613_002"": 2,
""P00613_001"": 1,
""P00613_001"": 1}"
O03986;25/12/2020;OK;1/01/2021;U00622;U00309;"{""P00622_006"": 4,
""P00622_006"": 4,
""P00622_009"": 1,
""P00622_003"": 3,
""P00622_007"": 3}"
O03987;25/11/2020;OK;2/12/2020;U00418;U00002;"{""P00418_001"": 2,
""P00418_001"": 3,
""P00418_004"": 5,
""P00418_004"": 3,
""P00418_002"": 4}"
O03988;30/12/2020;OK;2/01/2021;U00543;U00001;"{""P00543_002"": 5,
""P00543_001"": 3,
""P00543_002"": 2,
""P00543_001"": 2,
""P00543_003"": 2}"
O03989;4/11/2020;OK;9/11/2020;U00614;U00479;"{""P00614_009"": 1,
""P00614_006"": 2,
""P00614_010"": 5,
""P00614_010"": 3,
""P00614_007"": 4}"
O03990;10/12/2020;OK;15/12/2020;U00448;U00625;"{""P00448_006"": 3,
""P00448_003"": 2,
""P00448_008"": 4,
""P00448_004"": 1}"
O03991;6/11/2020;CANCELED;;U00536;U00343;"{""P00536_003"": 5,
""P00536_005"": 1,
""P00536_001"": 4}"
O03992;21/12/2020;CANCELED;;U00579;U00083;"{""P00579_002"": 5}"
O03993;11/11/2020;OK;13/11/2020;U00622;U00035;"{""P00622_002"": 2}"
O03994;4/12/2020;OK;6/12/2020;U00599;U00283;"{""P00599_014"": 3,
""P00599_010"": 4,
""P00599_005"": 4,
""P00599_022"": 3}"
O03995;30/12/2020;OK;14/01/2021;U00617;U00471;"{""P00617_001"": 4,
""P00617_011"": 1,
""P00617_014"": 2,
""P00617_004"": 5,
""P00617_014"": 1}"
O03996;21/12/2020;OK;2/01/2021;U00551;U00448;"{""P00551_002"": 1,
""P00551_003"": 1,
""P00551_002"": 3,
""P00551_005"": 4,
""P00551_002"": 5}"
O03997;7/12/2020;OK;19/12/2020;U00622;U00096;"{""P00622_009"": 1,
""P00622_001"": 2}"
O03998;29/12/2020;CANCELED;;U00563;U00187;"{""P00563_003"": 1,
""P00563_002"": 3,
""P00563_001"": 4,
""P00563_001"": 2}"
O03999;15/11/2020;OK;25/11/2020;U00617;U00570;"{""P00617_004"": 5,
""P00617_004"": 3,
""P00617_009"": 2,
""P00617_009"": 4}"
O04000;1/12/2020;OK;10/12/2020;U00512;U00122;"{""P00512_003"": 4,
""P00512_003"": 2,
""P00512_002"": 4}"
O04001;19/11/2020;OK;25/11/2020;U00595;U00298;"{""P00595_003"": 5,
""P00595_001"": 4,
""P00595_003"": 3,
""P00595_004"": 2,
""P00595_002"": 2}"
O04002;11/12/2020;CANCELED;;U00605;U00623;"{""P00605_011"": 1,
""P00605_002"": 2,
""P00605_009"": 3,
""P00605_005"": 1}"
O04003;6/11/2020;CANCELED;;U00487;U00111;"{""P00487_003"": 4,
""P00487_001"": 4}"
O04004;25/12/2020;OK;7/01/2021;U00551;U00353;"{""P00551_009"": 1,
""P00551_002"": 4,
""P00551_001"": 3}"
O04005;13/12/2020;OK;22/12/2020;U00501;U00539;"{""P00501_004"": 2,
""P00501_005"": 2}"
O04006;21/12/2020;OK;1/01/2021;U00489;U00199;"{""P00489_009"": 2,
""P00489_014"": 1,
""P00489_004"": 4}"
O04007;22/11/2020;OK;24/11/2020;U00401;U00263;"{""P00401_004"": 1}"
O04008;22/11/2020;CANCELED;;U00306;U00542;"{""P00306_002"": 2,
""P00306_001"": 5}"
O04009;26/11/2020;OK;1/12/2020;U00562;U00243;"{""P00562_001"": 1}"
O04010;28/12/2020;OK;11/01/2021;U00496;U00098;"{""P00496_007"": 5,
""P00496_006"": 1,
""P00496_002"": 2,
""P00496_009"": 5,
""P00496_005"": 1}"
O04011;4/12/2020;OK;7/12/2020;U00576;U00112;"{""P00576_003"": 2,
""P00576_010"": 2,
""P00576_006"": 4}"
O04012;4/11/2020;CANCELED;;U00487;U00295;"{""P00487_005"": 5,
""P00487_002"": 4,
""P00487_004"": 1,
""P00487_002"": 2}"
O04013;27/11/2020;CANCELED;;U00489;U00276;"{""P00489_019"": 3,
""P00489_017"": 2,
""P00489_012"": 1,
""P00489_015"": 1,
""P00489_007"": 3}"
O04014;28/11/2020;CANCELED;;U00599;U00291;"{""P00599_019"": 5,
""P00599_018"": 1,
""P00599_019"": 4}"
O04015;18/12/2020;OK;19/12/2020;U00599;U00057;"{""P00599_003"": 3,
""P00599_016"": 4}"
O04016;9/11/2020;CANCELED;;U00617;U00488;"{""P00617_013"": 3}"
O04017;16/11/2020;OK;21/11/2020;U00617;U00032;"{""P00617_010"": 2,
""P00617_004"": 3,
""P00617_013"": 2,
""P00617_012"": 3}"
O04018;12/11/2020;OK;24/11/2020;U00579;U00482;"{""P00579_002"": 4,
""P00579_003"": 2,
""P00579_001"": 5}"
O04019;18/11/2020;OK;19/11/2020;U00617;U00317;"{""P00617_006"": 2}"
O04020;26/11/2020;OK;10/12/2020;U00580;U00240;"{""P00580_001"": 3}"
O04021;14/11/2020;OK;17/11/2020;U00399;U00538;"{""P00399_002"": 3,
""P00399_001"": 5,
""P00399_002"": 2}"
O04022;8/11/2020;CANCELED;;U00581;U00188;"{""P00581_002"": 1,
""P00581_002"": 4,
""P00581_002"": 5}"
O04023;16/11/2020;OK;27/11/2020;U00614;U00091;"{""P00614_003"": 3,
""P00614_003"": 2,
""P00614_010"": 3}"
O04024;2/12/2020;OK;5/12/2020;U00524;U00276;"{""P00524_001"": 1}"
O04025;1/12/2020;OK;9/12/2020;U00626;U00576;"{""P00626_003"": 3,
""P00626_007"": 1,
""P00626_005"": 3,
""P00626_003"": 3,
""P00626_001"": 2}"
O04026;19/11/2020;OK;22/11/2020;U00622;U00535;"{""P00622_003"": 3}"
O04027;20/11/2020;CANCELED;;U00599;U00312;"{""P00599_004"": 3,
""P00599_006"": 4,
""P00599_001"": 1,
""P00599_004"": 2,
""P00599_017"": 3}"
O04028;15/11/2020;OK;16/11/2020;U00426;U00020;"{""P00426_003"": 1,
""P00426_002"": 5,
""P00426_003"": 5}"
O04029;20/11/2020;OK;27/11/2020;U00622;U00449;"{""P00622_007"": 2}"
O04030;26/12/2020;OK;3/01/2021;U00622;U00256;"{""P00622_009"": 4,
""P00622_004"": 4}"
O04031;14/12/2020;OK;17/12/2020;U00371;U00108;"{""P00371_006"": 5}"
O04032;8/12/2020;OK;21/12/2020;U00433;U00294;"{""P00433_006"": 1,
""P00433_003"": 4}"
O04033;28/11/2020;OK;29/11/2020;U00428;U00032;"{""P00428_002"": 2}"
O04034;28/11/2020;OK;1/12/2020;U00562;U00170;"{""P00562_011"": 1,
""P00562_007"": 1,
""P00562_009"": 3}"
O04035;29/11/2020;CANCELED;;U00599;U00049;"{""P00599_011"": 1}"
O04036;11/11/2020;CANCELED;;U00520;U00326;"{""P00520_004"": 5,
""P00520_005"": 2,
""P00520_002"": 1}"
O04037;23/12/2020;OK;24/12/2020;U00595;U00558;"{""P00595_004"": 3}"
O04038;31/12/2020;OK;10/01/2021;U00496;U00148;"{""P00496_009"": 2}"
O04039;17/11/2020;OK;23/11/2020;U00585;U00128;"{""P00585_007"": 2,
""P00585_007"": 1,
""P00585_001"": 4}"
O04040;20/11/2020;CANCELED;;U00589;U00456;"{""P00589_006"": 4,
""P00589_005"": 1,
""P00589_009"": 3}"
O04041;19/11/2020;CANCELED;;U00535;U00494;"{""P00535_006"": 5,
""P00535_001"": 5}"
O04042;7/11/2020;OK;15/11/2020;U00578;U00026;"{""P00578_001"": 5,
""P00578_001"": 4,
""P00578_001"": 4}"
O04043;13/11/2020;OK;20/11/2020;U00614;U00584;"{""P00614_008"": 1,
""P00614_011"": 3}"
O04044;4/12/2020;OK;16/12/2020;U00576;U00579;"{""P00576_008"": 3,
""P00576_008"": 5,
""P00576_008"": 2}"
O04045;8/11/2020;OK;19/11/2020;U00593;U00608;"{""P00593_002"": 5}"
O04046;18/11/2020;OK;25/11/2020;U00573;U00482;"{""P00573_002"": 2,
""P00573_003"": 2}"
O04047;2/12/2020;OK;17/12/2020;U00473;U00219;"{""P00473_002"": 1,
""P00473_006"": 5,
""P00473_004"": 1,
""P00473_003"": 2,
""P00473_003"": 4}"
O04048;28/11/2020;OK;9/12/2020;U00591;U00517;"{""P00591_001"": 2,
""P00591_001"": 5,
""P00591_001"": 3,
""P00591_001"": 5,
""P00591_001"": 3}"
O04049;18/11/2020;OK;22/11/2020;U00622;U00423;"{""P00622_007"": 4,
""P00622_005"": 5,
""P00622_003"": 3,
""P00622_005"": 1,
""P00622_005"": 1}"
O04050;7/11/2020;CANCELED;;U00626;U00048;"{""P00626_001"": 5}"
O04051;13/12/2020;OK;23/12/2020;U00489;U00346;"{""P00489_027"": 1}"
O04052;2/12/2020;OK;10/12/2020;U00599;U00605;"{""P00599_012"": 2}"
O04053;1/12/2020;OK;2/12/2020;U00520;U00023;"{""P00520_003"": 2}"
O04054;2/11/2020;OK;13/11/2020;U00559;U00589;"{""P00559_004"": 4,
""P00559_001"": 3,
""P00559_007"": 3,
""P00559_003"": 4}"
O04055;18/11/2020;OK;24/11/2020;U00617;U00422;"{""P00617_002"": 5,
""P00617_014"": 4,
""P00617_005"": 3}"
O04056;2/11/2020;OK;14/11/2020;U00483;U00369;"{""P00483_002"": 3,
""P00483_004"": 4,
""P00483_002"": 2}"
O04057;9/11/2020;CANCELED;;U00400;U00290;"{""P00400_006"": 1,
""P00400_004"": 2}"
O04058;2/12/2020;OK;7/12/2020;U00473;U00577;"{""P00473_004"": 4,
""P00473_002"": 1,
""P00473_004"": 4}"
O04059;10/11/2020;OK;15/11/2020;U00599;U00567;"{""P00599_009"": 1,
""P00599_005"": 5}"
O04060;24/12/2020;OK;26/12/2020;U00605;U00193;"{""P00605_011"": 1,
""P00605_002"": 1}"
O04061;13/11/2020;CANCELED;;U00622;U00452;"{""P00622_008"": 2}"
O04062;13/11/2020;OK;22/11/2020;U00579;U00602;"{""P00579_003"": 4}"
O04063;12/12/2020;CANCELED;;U00573;U00513;"{""P00573_003"": 5,
""P00573_002"": 5}"
O04064;6/12/2020;CANCELED;;U00489;U00433;"{""P00489_010"": 4,
""P00489_023"": 5,
""P00489_004"": 3,
""P00489_018"": 4,
""P00489_015"": 4}"
O04065;27/11/2020;OK;5/12/2020;U00401;U00324;"{""P00401_005"": 5}"
O04066;13/12/2020;OK;24/12/2020;U00433;U00286;"{""P00433_003"": 1}"
O04067;20/11/2020;CANCELED;;U00617;U00530;"{""P00617_016"": 4}"
O04068;11/12/2020;OK;22/12/2020;U00578;U00468;"{""P00578_001"": 4,
""P00578_001"": 3,
""P00578_001"": 1,
""P00578_001"": 5}"
O04069;8/11/2020;CANCELED;;U00599;U00456;"{""P00599_019"": 1,
""P00599_010"": 3,
""P00599_015"": 5}"
O04070;16/12/2020;OK;24/12/2020;U00576;U00017;"{""P00576_001"": 1}"
O04071;13/12/2020;CANCELED;;U00401;U00170;"{""P00401_002"": 2,
""P00401_009"": 1,
""P00401_010"": 5,
""P00401_009"": 2,
""P00401_007"": 2}"
O04072;23/11/2020;OK;29/11/2020;U00599;U00510;"{""P00599_004"": 3,
""P00599_019"": 3,
""P00599_019"": 2,
""P00599_016"": 2,
""P00599_008"": 5}"
O04073;9/12/2020;OK;17/12/2020;U00506;U00494;"{""P00506_001"": 2,
""P00506_001"": 1,
""P00506_001"": 2,
""P00506_003"": 4,
""P00506_001"": 1}"
O04074;23/12/2020;OK;3/01/2021;U00513;U00553;"{""P00513_007"": 3}"
O04075;1/11/2020;OK;15/11/2020;U00617;U00227;"{""P00617_005"": 3}"
O04076;28/11/2020;OK;29/11/2020;U00599;U00071;"{""P00599_020"": 3,
""P00599_010"": 2,
""P00599_020"": 4}"
O04077;18/11/2020;OK;20/11/2020;U00489;U00100;"{""P00489_010"": 1,
""P00489_003"": 1,
""P00489_005"": 5}"
O04078;18/11/2020;OK;30/11/2020;U00485;U00409;"{""P00485_005"": 2,
""P00485_003"": 5,
""P00485_004"": 4,
""P00485_008"": 2}"
O04079;9/12/2020;OK;13/12/2020;U00589;U00113;"{""P00589_003"": 1,
""P00589_001"": 3,
""P00589_009"": 2,
""P00589_009"": 3}"
O04080;15/11/2020;OK;28/11/2020;U00535;U00607;"{""P00535_004"": 3,
""P00535_007"": 1,
""P00535_001"": 5}"
O04081;11/12/2020;OK;15/12/2020;U00221;U00364;"{""P00221_023"": 4,
""P00221_002"": 4,
""P00221_011"": 5,
""P00221_016"": 3,
""P00221_025"": 2}"
O04082;8/11/2020;OK;15/11/2020;U00535;U00038;"{""P00535_001"": 2,
""P00535_004"": 3,
""P00535_006"": 3}"
O04083;3/11/2020;OK;4/11/2020;U00489;U00038;"{""P00489_018"": 2,
""P00489_018"": 1,
""P00489_010"": 4}"
O04084;30/12/2020;OK;4/01/2021;U00592;U00158;"{""P00592_001"": 5,
""P00592_001"": 2}"
O04085;19/12/2020;OK;2/01/2021;U00605;U00007;"{""P00605_009"": 3,
""P00605_002"": 1,
""P00605_006"": 3,
""P00605_011"": 2,
""P00605_010"": 4}"
O04086;8/12/2020;CANCELED;;U00401;U00610;"{""P00401_004"": 5}"
O04087;24/12/2020;OK;7/01/2021;U00599;U00600;"{""P00599_004"": 3,
""P00599_016"": 1}"
O04088;11/12/2020;OK;24/12/2020;U00333;U00495;"{""P00333_001"": 3,
""P00333_008"": 4,
""P00333_001"": 2,
""P00333_006"": 1,
""P00333_007"": 3}"
O04089;17/11/2020;OK;30/11/2020;U00562;U00047;"{""P00562_002"": 1}"
O04090;10/11/2020;OK;21/11/2020;U00428;U00450;"{""P00428_002"": 1,
""P00428_005"": 5}"
O04091;12/12/2020;OK;24/12/2020;U00567;U00458;"{""P00567_002"": 3,
""P00567_003"": 4}"
O04092;4/12/2020;OK;5/12/2020;U00605;U00305;"{""P00605_003"": 4}"
O04093;24/12/2020;OK;27/12/2020;U00585;U00506;"{""P00585_004"": 1,
""P00585_002"": 4,
""P00585_005"": 1,
""P00585_008"": 5,
""P00585_007"": 3}"
O04094;13/11/2020;OK;16/11/2020;U00617;U00020;"{""P00617_008"": 3,
""P00617_004"": 4,
""P00617_012"": 5,
""P00617_009"": 3,
""P00617_004"": 4}"
O04095;7/12/2020;OK;8/12/2020;U00536;U00220;"{""P00536_006"": 2}"
O04096;16/12/2020;OK;23/12/2020;U00576;U00501;"{""P00576_005"": 1,
""P00576_009"": 4,
""P00576_005"": 4,
""P00576_003"": 4,
""P00576_002"": 1}"
O04097;12/12/2020;OK;14/12/2020;U00617;U00181;"{""P00617_011"": 1}"
O04098;30/11/2020;OK;3/12/2020;U00474;U00471;"{""P00474_002"": 1,
""P00474_010"": 1,
""P00474_001"": 3}"
O04099;2/11/2020;OK;4/11/2020;U00614;U00209;"{""P00614_007"": 2,
""P00614_003"": 5}"
O04100;7/12/2020;OK;10/12/2020;U00401;U00450;"{""P00401_007"": 4,
""P00401_005"": 1,
""P00401_007"": 2,
""P00401_006"": 2,
""P00401_009"": 3}"
O04101;30/11/2020;OK;13/12/2020;U00535;U00025;"{""P00535_004"": 5,
""P00535_002"": 3,
""P00535_006"": 2,
""P00535_004"": 5}"
O04102;2/12/2020;OK;17/12/2020;U00373;U00601;"{""P00373_002"": 1,
""P00373_009"": 3,
""P00373_003"": 1,
""P00373_005"": 4}"
O04103;12/12/2020;CANCELED;;U00595;U00320;"{""P00595_003"": 4,
""P00595_001"": 2,
""P00595_003"": 4,
""P00595_002"": 1,
""P00595_004"": 5}"
O04104;26/11/2020;CANCELED;;U00325;U00244;"{""P00325_007"": 4,
""P00325_010"": 4,
""P00325_005"": 3}"
O04105;10/11/2020;OK;17/11/2020;U00617;U00015;"{""P00617_009"": 2,
""P00617_016"": 2}"
O04106;29/12/2020;CANCELED;;U00605;U00367;"{""P00605_003"": 1,
""P00605_002"": 4,
""P00605_008"": 2,
""P00605_009"": 5,
""P00605_007"": 1}"
O04107;2/12/2020;CANCELED;;U00483;U00066;"{""P00483_003"": 3,
""P00483_004"": 4}"
O04108;30/12/2020;OK;13/01/2021;U00620;U00149;"{""P00620_001"": 5}"
O04109;29/11/2020;OK;11/12/2020;U00539;U00580;"{""P00539_004"": 3}"
O04110;18/11/2020;OK;25/11/2020;U00559;U00560;"{""P00559_005"": 4}"
O04111;27/12/2020;OK;29/12/2020;U00513;U00581;"{""P00513_003"": 1}"
O04112;17/12/2020;OK;20/12/2020;U00473;U00388;"{""P00473_004"": 1}"
O04113;13/11/2020;OK;17/11/2020;U00513;U00212;"{""P00513_005"": 1}"
O04114;1/11/2020;OK;10/11/2020;U00489;U00235;"{""P00489_025"": 4,
""P00489_009"": 5,
""P00489_008"": 2,
""P00489_003"": 5,
""P00489_023"": 4}"
O04115;29/11/2020;CANCELED;;U00397;U00158;"{""P00397_002"": 1,
""P00397_003"": 3}"
O04116;9/12/2020;OK;15/12/2020;U00622;U00158;"{""P00622_007"": 1,
""P00622_003"": 4,
""P00622_003"": 2}"
O04117;11/11/2020;OK;13/11/2020;U00555;U00101;"{""P00555_004"": 3,
""P00555_013"": 4}"
O04118;23/11/2020;CANCELED;;U00474;U00300;"{""P00474_008"": 2}"
O04119;29/12/2020;CANCELED;;U00559;U00595;"{""P00559_006"": 5}"
O04120;4/12/2020;OK;7/12/2020;U00333;U00051;"{""P00333_004"": 4,
""P00333_013"": 3}"
O04121;5/11/2020;OK;11/11/2020;U00599;U00302;"{""P00599_006"": 3}"
O04122;9/11/2020;CANCELED;;U00496;U00467;"{""P00496_007"": 3,
""P00496_006"": 5,
""P00496_003"": 4,
""P00496_003"": 2}"
O04123;22/11/2020;OK;29/11/2020;U00617;U00553;"{""P00617_006"": 2}"
O04124;31/12/2020;OK;5/01/2021;U00501;U00499;"{""P00501_002"": 1,
""P00501_004"": 1,
""P00501_003"": 1,
""P00501_005"": 3,
""P00501_006"": 2}"
O04125;16/12/2020;CANCELED;;U00617;U00109;"{""P00617_003"": 5}"
O04126;12/12/2020;OK;21/12/2020;U00606;U00314;"{""P00606_001"": 1,
""P00606_001"": 3}"
O04127;17/12/2020;OK;21/12/2020;U00485;U00261;"{""P00485_006"": 1}"
O04128;5/12/2020;OK;17/12/2020;U00551;U00570;"{""P00551_005"": 1}"
O04129;10/11/2020;OK;16/11/2020;U00538;U00400;"{""P00538_002"": 4}"
O04130;26/11/2020;OK;2/12/2020;U00614;U00503;"{""P00614_001"": 1,
""P00614_003"": 5,
""P00614_012"": 1}"
O04131;14/12/2020;OK;20/12/2020;U00605;U00268;"{""P00605_001"": 3,
""P00605_002"": 3}"
O04132;2/12/2020;OK;12/12/2020;U00626;U00311;"{""P00626_007"": 1}"
O04133;5/11/2020;OK;17/11/2020;U00585;U00010;"{""P00585_006"": 2,
""P00585_007"": 1,
""P00585_006"": 2,
""P00585_008"": 1,
""P00585_007"": 4}"
O04134;14/11/2020;OK;18/11/2020;U00505;U00411;"{""P00505_001"": 1}"
O04135;24/11/2020;CANCELED;;U00496;U00466;"{""P00496_006"": 3}"
O04136;18/12/2020;OK;22/12/2020;U00506;U00567;"{""P00506_002"": 1,
""P00506_001"": 3,
""P00506_001"": 3,
""P00506_002"": 2,
""P00506_001"": 4}"
O04137;28/11/2020;OK;2/12/2020;U00336;U00228;"{""P00336_006"": 1,
""P00336_003"": 4,
""P00336_007"": 2,
""P00336_006"": 5,
""P00336_002"": 1}"
O04138;2/11/2020;OK;8/11/2020;U00617;U00098;"{""P00617_013"": 3,
""P00617_011"": 5,
""P00617_006"": 3,
""P00617_007"": 5,
""P00617_005"": 1}"
O04139;4/12/2020;OK;6/12/2020;U00513;U00095;"{""P00513_006"": 3}"
O04140;14/12/2020;OK;28/12/2020;U00368;U00509;"{""P00368_001"": 1}"
O04141;5/11/2020;OK;13/11/2020;U00532;U00467;"{""P00532_001"": 1,
""P00532_001"": 3}"
O04142;2/11/2020;OK;17/11/2020;U00562;U00129;"{""P00562_011"": 2}"
O04143;1/11/2020;OK;15/11/2020;U00614;U00091;"{""P00614_010"": 1,
""P00614_004"": 1,
""P00614_006"": 4}"
O04144;27/11/2020;OK;12/12/2020;U00614;U00499;"{""P00614_011"": 2,
""P00614_006"": 3}"
O04145;5/11/2020;OK;18/11/2020;U00500;U00619;"{""P00500_005"": 4}"
O04146;6/12/2020;OK;18/12/2020;U00406;U00623;"{""P00406_006"": 1,
""P00406_007"": 5}"
O04147;20/12/2020;OK;26/12/2020;U00605;U00077;"{""P00605_006"": 4}"
O04148;27/11/2020;OK;3/12/2020;U00536;U00154;"{""P00536_002"": 4,
""P00536_001"": 2}"
O04149;22/12/2020;OK;3/01/2021;U00545;U00238;"{""P00545_003"": 4}"
O04150;19/12/2020;OK;31/12/2020;U00539;U00111;"{""P00539_002"": 3}"
O04151;28/11/2020;OK;3/12/2020;U00489;U00319;"{""P00489_016"": 2}"
O04152;16/11/2020;OK;30/11/2020;U00262;U00132;"{""P00262_010"": 1}"
